sentence_id,original_word,proposed_word,final_word,action,rule,timestamp
4919,Psiquis,Psikis,Psiquis,REJECT,QU_TO_K,2026-02-16T02:31:48.297Z
4919,Cupido,Kupido,Cupido,REJECT,C_TO_K,2026-02-16T02:31:48.874Z
4942,cola,kola,cola,REJECT,C_TO_K,2026-02-16T02:31:49.376Z
4969,isusuot,isusot,isusuot,REJECT,UO_TO_O,2026-02-16T02:31:54.205Z
5045,caballero,kaballero,kabalyero,EDIT,C_TO_K,2026-02-16T02:32:00.069Z
5082,cubiertos,kubiertos,kubyertos,EDIT,C_TO_K,2026-02-16T02:32:05.122Z
5099,isinuot,isinot,isinuot,REJECT,UO_TO_O,2026-02-16T02:32:06.524Z
5114,cuartilla,kuartilla,kartilya,EDIT,C_TO_K,2026-02-16T02:32:16.279Z
5121,cuchillo,kuchillo,kutsilyo,EDIT,C_TO_K,2026-02-16T02:32:22.702Z
5132,escopeta,eskopeta,eskopeta,APPROVE,C_TO_K,2026-02-16T02:32:26.238Z
5137,Castelar,Kastelar,Kastelar,APPROVE,C_TO_K,2026-02-16T02:32:28.655Z
5157,electrica,electrika,eletrika,EDIT,C_TO_K,2026-02-16T02:32:39.819Z
5236,quia,kia,quia,REJECT,QU_TO_K,2026-02-16T02:32:44.793Z
5375,Carolino’y,Karolino’y,Carolino’y,REJECT,C_TO_K,2026-02-16T02:32:48.126Z
5393,cojera,kojera,cojera,REJECT,C_TO_K,2026-02-16T02:32:53.208Z
5393,cogera,kogera,cogera,REJECT,C_TO_K,2026-02-16T02:32:55.209Z
5394,cojera,kojera,cojera,REJECT,C_TO_K,2026-02-16T02:32:56.211Z
5421,eunuco,eunuko,eunuco,REJECT,C_TO_K,2026-02-16T02:32:59.159Z
5427,Constantinopla,Konstantinopla,Constantinopla,REJECT,C_TO_K,2026-02-16T02:33:04.598Z
5441,pinapagduop,pinapagdop,pinapagduop,REJECT,UO_TO_O,2026-02-16T02:33:05.889Z
5473,Cuba,Kuba,Cuba,REJECT,C_TO_K,2026-02-16T02:33:11.273Z
5555,requiem,rekiem,requiem,REJECT,QU_TO_K,2026-02-16T02:33:12.634Z
