novel,token,count,suggested_category,chapter_number,sentence_number,context_snippet
noli,nacabata,1,B,42,42-118,"Nagpacunwari si doña Victorinang siya'y naglilihi, at nagpahumaling sa pagsusut ng mga damit na sari..."
noli,nililibac,1,B,42,42-120,"Ang kinahiligan nama'y ang pagtatanong sa mga manggagamot, mga hilot, mga matatandang babae't iba pa..."
noli,napasuco,1,B,42,42-128,"Ang bawa't maibigan niya'y kinacailangang gawin; totoong napasuco niyang lubos ang kanyang asawa, na..."
noli,cahalimbawang,1,B,42,42-128,"Ang bawa't maibigan niya'y kinacailangang gawin; totoong napasuco niyang lubos ang kanyang asawa, na..."
noli,guinagalit,1,B,42,42-129,"Kung guinagalit siya'y hindi pinahihintulutang siya'y macapagpasial, at kung totoong siya'y pinapagn..."
noli,macapagpasial,1,A,42,42-129,"Kung guinagalit siya'y hindi pinahihintulutang siya'y macapagpasial, at kung totoong siya'y pinapagn..."
noli,Medicina,1,B,42,42-130,"Naisipan ni doña Victorinang dapat maguing doctor sa Medicina at sa Cirugia ang kanyang asawa, at ip..."
noli,Cirugia,1,B,42,42-130,"Naisipan ni doña Victorinang dapat maguing doctor sa Medicina at sa Cirugia ang kanyang asawa, at ip..."
noli,ESPADAÑA,1,B,42,42-136,At kinabucasa'y tumanggap si Rodoreda ng biling iukit sa isang losa ng maitim na marmol ang ganito: ...
noli,ESPECIALISTA,1,B,42,42-136,At kinabucasa'y tumanggap si Rodoreda ng biling iukit sa isang losa ng maitim na marmol ang ganito: ...
noli,CLASE,1,B,42,42-136,At kinabucasa'y tumanggap si Rodoreda ng biling iukit sa isang losa ng maitim na marmol ang ganito: ...
noli,cumapal,1,B,42,42-137,Ipinag-utos sa lahat ng mga lingcod nila sa bahay na itawag sa kanila ang kanilang mga bagong titulo...
noli,encaje,1,B,42,42-137,Ipinag-utos sa lahat ng mga lingcod nila sa bahay na itawag sa kanila ang kanilang mga bagong titulo...
noli,calahi,1,B,42,42-138,"Bawa't araw na magdaan ay nararamdaman niyang lalong naguiguing mahal at lalong tumataas siya, at ku..."
noli,gumagayac,1,B,42,42-144,"Ng gumagayac ng pagpasa España, inacala ni doña Victorina ang maglagay ng isang tagapangasiwang kast..."
noli,pinacamatalas,1,B,42,42-144,"Ng gumagayac ng pagpasa España, inacala ni doña Victorina ang maglagay ng isang tagapangasiwang kast..."
noli,magcacamag,1,B,42,42-144,"Ng gumagayac ng pagpasa España, inacala ni doña Victorina ang maglagay ng isang tagapangasiwang kast..."
noli,catabilan,1,B,42,42-148,Napagsalitaanan ang tungkol sa paglalacbay: ipinagparangalan ni doña Victorina ang kanyang catabilan...
noli,nacatagpo,1,B,42,42-149,"—Kung naparito po sana kayo camacalawa, doña Victorina,—ang isinunod ni kapitang Tiago, pagkatapos n..."
noli,conde,1,B,42,42-163,Sa pagka't talastasin po ninyo na ang aming pinsa'y ng nasa Madrid ay kaibigan ng mga ministro at ng...
noli,Campanario,1,B,42,42-163,Sa pagka't talastasin po ninyo na ang aming pinsa'y ng nasa Madrid ay kaibigan ng mga ministro at ng...
noli,nacalapat,1,B,42,42-178,"Halos ngitngit ng dilim ang silid na kinalalagyan ng may sakit, nacalapat ang mga bintana, dahil sa ..."
noli,nakatiric,1,B,42,42-178,"Halos ngitngit ng dilim ang silid na kinalalagyan ng may sakit, nacalapat ang mga bintana, dahil sa ..."
noli,ticlop,1,B,42,42-179,"Nabibigkisan ang ulo ng isang panyong basa ng Agua de Colonia, nababalot na mabuti ang katawan sa ma..."
noli,catreng,1,B,42,42-179,"Nabibigkisan ang ulo ng isang panyong basa ng Agua de Colonia, nababalot na mabuti ang katawan sa ma..."
noli,camagong,1,B,42,42-179,"Nabibigkisan ang ulo ng isang panyong basa ng Agua de Colonia, nababalot na mabuti ang katawan sa ma..."
noli,Liqueng,1,B,42,42-185,"—¡Liqueng may cahalong gatas sa umaga, jarabe de altea, dalawang pildora ng sinoglosa!..."
noli,Lacsan,1,B,42,42-187,"—Lacsan mo ang iyong loob, Clarita,—ang sabi ni doña Victorina na sa kanya'y lumapit; naparito kami'..."
noli,caguiliwguiliw,1,B,43,43-5,Sino man sa mga nacacakilala sa franciscano'y hindi nangaghihinala man lamang na siya'y may taglay n...
noli,nacapanatili,1,B,43,43-6,"Hindi nacapanatili roon si pari Damaso, at umiiyac na parang musmos na lumayo sa dalaga...."
noli,natatahimic,1,B,43,43-11,Ng anyong natatahimic na si pari Damaso'y ipinakilala sa kanya ni doña Victorina ang binatang si Lin...
noli,halica't,1,B,43,43-18,"—ang biglang sinabi at siya'y niyacap; halica't ng kita'y mayacap ... may ilang, araw lamang na cata..."
noli,ipinanganganac,1,B,43,43-20,"Hindi cata nakikilala ... mangyari baga, hindi ka pa ipinanganganac ng aking lisanin ang lupaing iyo..."
noli,pinacahihigpit,1,B,43,43-21,"At pinacahihigpit ng kanyang matatabang mga bisig ang binata, na namumula, ayawan kung sa cahihiyan ..."
noli,Catungculan,1,B,43,43-33,"¡Catungculan ... catungculan, magaang; ¿marunong ka bang bumasa't sumulat?..."
noli,Central,1,B,43,43-34,—¡Tinanggap ko ang pagka abogado sa Universidad Central!...
noli,picapleitos,1,B,43,43-36,ikaw pala'y isang picapleitos (mapang udyoc sa pag-uusapin) datapwat wala sa iyong pagmumukha ... ti...
noli,capaparoo't,1,B,43,43-51,Isang tinig na sa kanya'y nagbibigay ng magandang araw ang siyang nagpahinto ng kanyang capaparoo't ...
noli,nacapasa,1,B,43,43-62,"Nagbalic po ako o kahapon, ngunit siya'y nacapasa Maynila na, at nag-iwan ng limang daang piso upang..."
noli,caawang,1,B,43,43-62,"Nagbalic po ako o kahapon, ngunit siya'y nacapasa Maynila na, at nag-iwan ng limang daang piso upang..."
noli,nagtumacbo,1,B,43,43-65,"Ng una'y pinakikinggan siya ng cura na nagtataca at inuulinig ang kanyang pananalita, saka untiuntin..."
noli,pagpapacunwari,1,B,43,43-76,Nalimutan ni Lucas ang kanyang pagpapacunwari at bumulong:...
noli,catatalac,1,B,43,43-87,"Nangagsidalo ang lahat, dahil sa malacas na catatalac ng cura, pati ni pari Damaso, ni kapitan Tiago..."
noli,macapagcumpisal,1,A,44,44-1,Mahabang araw at malulungcot na mga gabi ang guinawang pagtatanod sa ulunan ng hihigan; nabinat si M...
noli,pinacaaalagaan,1,B,44,44-2,"Datapwat siya'y pinacaaalagaan ng kanyang mga caibigang babae, ng kanyang ama at ng kanyang tia; nag..."
noli,Nangguiguilalas,1,B,44,44-3,Nangguiguilalas ang doctor de Espadaña sa mga cabisaan ng jarabe de altea at ng pinaglagaan ng lique...
noli,cabisaan,1,B,44,44-3,Nangguiguilalas ang doctor de Espadaña sa mga cabisaan ng jarabe de altea at ng pinaglagaan ng lique...
noli,liquen,1,B,44,44-3,Nangguiguilalas ang doctor de Espadaña sa mga cabisaan ng jarabe de altea at ng pinaglagaan ng lique...
noli,natapacan,1,B,44,44-4,"Sa laking pagkatuwa ni doña Victorina sa kanyang asawa, isang araw na natapacan nito ang cola ng kan..."
noli,tatapacan,1,B,44,44-5,"—¡Kung hindi ka pa naging pilay, tatapacan mo pati ng corse!..."
noli,cabahalaan,1,B,44,44-12,—ang isinagot ng cura ng walang cabahalaan....
noli,kinaguiguiliwang,1,B,44,44-13,"—Ang magdaramdam naman ng malaki ay si Maria pagka kanyang nalaman,—ani kapitang Tiago;—siya'y kanya..."
noli,nacapagligtas,1,B,44,44-21,"—Aking inaacala, at ipinagpapatuloy ko ang aking sinabi,—ang isinalabat naman sa kanya ng cura,—na a..."
noli,concienciang,1,B,44,44-22,"Higuit sa lahat ng gamot ang isang concienciang malinis, at pacaunawaing hindi ko tinututulan ang ka..."
noli,pacaunawaing,1,B,44,44-22,"Higuit sa lahat ng gamot ang isang concienciang malinis, at pacaunawaing hindi ko tinututulan ang ka..."
noli,cirugia,1,B,44,44-22,"Higuit sa lahat ng gamot ang isang concienciang malinis, at pacaunawaing hindi ko tinututulan ang ka..."
noli,conciencia'y,1,B,44,44-23,ngunit ang isang malinis na conciencia'y ......
noli,macapaglalayo,1,A,44,44-27,"—ang isinagot ni pari Salvi, na may halong poot;—gayon man, ang isang mabuting confesion ay macapagl..."
noli,Napacawalang,1,B,44,44-30,—Napacawalang bait ang babaeng iyan!...
noli,capararacan,1,B,44,44-32,siya'y isang babaeng walang capararacan; tatanungin ko na sana siya niyong linggo kung mayroon akong...
noli,magcacapol,1,B,44,44-32,siya'y isang babaeng walang capararacan; tatanungin ko na sana siya niyong linggo kung mayroon akong...
noli,caltab,1,B,44,44-33,"Sa ganang sa cura, nama'y parang hindi niya naringig ang lahat ng mga caltab na ito, at nagpatuloy:..."
noli,nangagcacaroon,1,B,44,44-35,"—Ayawan ko,—ang idinugtong agad ni doña Victorina, na sinamantala ang isang patlang ng salitaan,—hin..."
noli,Cumain,1,B,44,44-47,"—Cumain ka pa ng isang butil,—ang sa kanya'y sabi ni Sinang ng paanas, at sa kanya'y ipinakita ang i..."
noli,nacaramdam,1,B,44,44-47,"—Cumain ka pa ng isang butil,—ang sa kanya'y sabi ni Sinang ng paanas, at sa kanya'y ipinakita ang i..."
noli,macapito,1,A,44,44-58,¿hindi ninyo nalalaman ang sabi ng cura: nagcacasala ang banal ng macapito sa maghapon?...
noli,macapaggunamgunam,1,A,44,44-67,"—Pakinggan mong magaling, anak ko; pasisimulan ko sa mga utos ng Dios; dadalangan ko at ng ikaw ay m..."
noli,ipinagcacasala,1,B,44,44-68,"Nagpasimula ng pagbasa, na ang tinig ay walang bagobago at anyong humal, ng mga pagdidilidili ng mga..."
noli,magpahamac,1,B,44,44-75,"—ang sinabi sa sarili ni tia Isabel; dito sa ""huwag magpahamac manumpa sa kanyang santong pangala'y""..."
noli,icatlo,1,B,44,44-76,Lumipat tayo sa icatlo....
noli,pinagcacasalanan,1,B,44,44-77,At ang pangatlong utos ay pinagmunglaymunglay at pinagwaring magaling at binasa ang lahat ng bagay n...
noli,cuakero,1,B,44,44-84,"At binasa ang icapat na utos ng tinig na lalong madalang at lalo ng pahumal, sa pagka't inaacala niy..."
noli,mapaiyac,1,B,44,44-88,"Ako'y nagcasala ng lalong marami kay sa kanya, gayon may hindi ako nangyaring-mapaiyac ng totohanan ..."
noli,contricion,1,B,44,44-94,"Gamitin mo ang pighating ""contricion"" sa pagka't lalong magaling kay sa ""atricion...."
noli,Pagdagucan,1,B,44,44-96,"Pagdagucan mo naman ang iyong dibdib, huwag mo lamang calalacasan, sa pagka't may sakit ka pa...."
noli,calalacasan,1,B,44,44-96,"Pagdagucan mo naman ang iyong dibdib, huwag mo lamang calalacasan, sa pagka't may sakit ka pa...."
noli,antoc,1,B,44,44-98,"Ipinagpatuloy nito ang pagbasa, ngunit sa pagka't huminto ang pagtangis ng sa kanya'y nakikinig, lum..."
noli,nacapaghicab,1,B,44,44-98,"Ipinagpatuloy nito ang pagbasa, ngunit sa pagka't huminto ang pagtangis ng sa kanya'y nakikinig, lum..."
noli,nacabahagui,1,B,44,44-103,Hindi rin nacabahagui sa gayong bagay ang Virgen sa Delaroche: siya'y isang taga ibang lupaing hindi...
noli,nacariringig,1,B,44,44-103,Hindi rin nacabahagui sa gayong bagay ang Virgen sa Delaroche: siya'y isang taga ibang lupaing hindi...
noli,cumpisal,1,B,44,44-105,"Mahabang totoo ang cumpisal, at nahiwatigan ng tiang mula sa malayo'y binabantayan ang pamangkin, na..."
noli,nacaharap,1,B,44,44-105,"Mahabang totoo ang cumpisal, at nahiwatigan ng tiang mula sa malayo'y binabantayan ang pamangkin, na..."
noli,nagcumpisal,1,B,44,44-107,"Sino mang macapanood ng kanyang noong nagdidilim at pigta ng pawis, mawiwicang siya ang nagcumpisal ..."
noli,macatataroc,1,A,44,44-109,—ang sinabi ng tia na nagcucruz;—¿sino ang macatataroc sa calooban ng mga kinabataan ngayon?...
noli,Manacanaca,1,B,45,45-2,"Manacanaca at anaki baga'y ng huwag maligaw, sumusutsot siya ng isang tanging tugtuguin, na ang cara..."
noli,nalalacaran,1,B,45,45-4,"Sa cawacasan, ng kanyang maraanan ang libolibong mga nacahahadlang kung gabi sa paglalacad sa isang ..."
noli,nacababacod,1,B,45,45-5,"Matataas na mga malalaking batong buhay, na napuputungan ng mga kahoy ang siyang nacababacod sa pali..."
noli,nababacurang,1,B,45,45-5,"Matataas na mga malalaking batong buhay, na napuputungan ng mga kahoy ang siyang nacababacod sa pali..."
noli,naguiba,1,B,45,45-5,"Matataas na mga malalaking batong buhay, na napuputungan ng mga kahoy ang siyang nacababacod sa pali..."
noli,nacapupuno,1,B,45,45-5,"Matataas na mga malalaking batong buhay, na napuputungan ng mga kahoy ang siyang nacababacod sa pali..."
noli,kinucumutan,1,B,45,45-5,"Matataas na mga malalaking batong buhay, na napuputungan ng mga kahoy ang siyang nacababacod sa pali..."
noli,pacaposcapos,1,B,45,45-5,"Matataas na mga malalaking batong buhay, na napuputungan ng mga kahoy ang siyang nacababacod sa pali..."
noli,halicayo,1,B,45,45-15,"—ang itinanong ng kanyang causap na taglay ang tanging pagpipitagan, at saka lumapit, at gayon ma'y ..."
noli,nacapulupot,1,B,45,45-19,"Namamasdan ang isang matandang lalaking mapanglaw ang pagmumukha, nacapulupot sa ulo niya ang isang ..."
noli,nangagsitahimic,1,B,45,45-20,"Umanyong humilig ang nangahihigang mga lalaki ng dumating si Elias at ang namamatnugot sa kanya, dat..."
noli,nacapagpipitagang,1,B,45,45-21,Untiunting lumingon ang matandang lalaki at ang natagpuan ng kanyang mga mata'y ang nacapagpipitagan...
noli,Icao,1,B,45,45-22,—¿Icao ba?...
noli,sinucat,1,B,45,45-26,"Hindi umimic ang matanda at tumungo, humudyat ng isa sa mga tao, nanangagsitindig sila't lumayo, na ..."
noli,bicas,1,B,45,45-26,"Hindi umimic ang matanda at tumungo, humudyat ng isa sa mga tao, nanangagsitindig sila't lumayo, na ..."
noli,nagpacabicabila,1,B,45,45-30,"—May labing limang araw na ngayong ibinalita sa akin ang nangyari sa inyong casacunaan,—ang madalang..."
noli,caliitliitang,1,B,45,45-31,—Napilitan akong tumacas at ng huwag magsabog ng dugong walang malay; natatacot humarap ang aking mg...
noli,nagpacumbaba,1,B,45,45-38,"Isang taong gaya ko, na guinamit ang kanyang kabataan at ang kanyang cagulangan sa pagpapagal at ng ..."
noli,catiwasayang,1,B,45,45-38,"Isang taong gaya ko, na guinamit ang kanyang kabataan at ang kanyang cagulangan sa pagpapagal at ng ..."
noli,catiwasiya'y,1,B,45,45-38,"Isang taong gaya ko, na guinamit ang kanyang kabataan at ang kanyang cagulangan sa pagpapagal at ng ..."
noli,magpapacatira,1,B,45,45-39,¿Ano't magpapacatira pa sa hindi sariling lupain upang magbuhay dukha?...
noli,caalimurahan,1,B,45,45-42,"Inalintana ko, gayon man, ang lahat ng ito, at akong ama, ako, na siniraan ng puri sa aking catandaa..."
noli,carupucan,1,B,45,45-42,"Inalintana ko, gayon man, ang lahat ng ito, at akong ama, ako, na siniraan ng puri sa aking catandaa..."
noli,cadalia'y,1,B,45,45-43,Datapwat nanganib ang tampalasang baka sa humiguit cumulang na cadalia'y camtan niya ang panghihigan...
noli,casinunga,1,B,45,45-46,"¿Natatalastas mo bang linubid ang casinunga-lingang cunuwa'y linooban ang convento, at sa mga isinac..."
noli,isinacdal,1,B,45,45-46,"¿Natatalastas mo bang linubid ang casinunga-lingang cunuwa'y linooban ang convento, at sa mga isinac..."
noli,guinalit,1,B,45,45-52,"¡Ang isa, ang nalalabi sa akin, ay hindi duwag na gaya ng kanyang ama; at sa catacutan ng tacsil na ..."
noli,casalimura,1,B,45,45-52,"¡Ang isa, ang nalalabi sa akin, ay hindi duwag na gaya ng kanyang ama; at sa catacutan ng tacsil na ..."
noli,sasactan,1,B,45,45-65,"Ngunit aking ipinangangaco sa iyo, hindi ko sasactan ang sino mang walang casalanan...."
noli,pinagcacalooban,1,B,45,45-72,"Ginoo, kayo po'y aking nakilala ng ibang panahon, niyong panahong kayo po'y sumasaligaya, niyao'y pi..."
noli,pinacasusucat,1,B,45,45-74,"Ginoo,—ang ipinagpatuloy ni Elias, na pinacasusucat na magaling ang kanyang mga wika;—nagca palad ak..."
noli,nagca,1,B,45,45-74,"Ginoo,—ang ipinagpatuloy ni Elias, na pinacasusucat na magaling ang kanyang mga wika;—nagca palad ak..."
noli,nagpapacabagabag,1,B,45,45-79,walang iniisip ang mga mayayaman kung hindi ang dagdagan ang kanilang mga cayamanan; binubulag sila ...
noli,magcacaasawa,1,B,45,45-81,—Ngunit ang taong sinasabi ko po sa inyo'y hindi cawangis ng mga iba: siya'y isang anak na inalimura...
noli,ticmang,1,B,45,45-86,"—Atin munang ticmang gawin bago tayo gumamit ng isang paraang kinacailangang magsabog ng dugo,—ang i..."
noli,macapagtaca,1,A,45,45-86,"—Atin munang ticmang gawin bago tayo gumamit ng isang paraang kinacailangang magsabog ng dugo,—ang i..."
noli,papca't,1,B,45,45-86,"—Atin munang ticmang gawin bago tayo gumamit ng isang paraang kinacailangang magsabog ng dugo,—ang i..."
noli,magpacabingi,1,B,45,45-89,"At kung wala tayong masundaan, kung aayaw pakinggan ang ating cahingian, kung magpacabingi na ang ta..."
noli,pagnagcagayo'y,1,B,45,45-89,"At kung wala tayong masundaan, kung aayaw pakinggan ang ating cahingian, kung magpacabingi na ang ta..."
noli,pinagcaratiban,1,B,46,46-2,"Ang pagsasabong ng manoc, hilig na masamang dito'y dinala ng mga taga ibang lupain at mahiguit ng is..."
noli,magcasalaping,1,B,46,46-2,"Ang pagsasabong ng manoc, hilig na masamang dito'y dinala ng mga taga ibang lupain at mahiguit ng is..."
noli,macahicayat,1,A,46,46-3,"Sa pagka't ipinahihintulot ng Gobierno, at hanggang halos kanyang ipinagaanyaya, sa pag-uutos na gaw..."
noli,Nababahagui,1,B,46,46-5,"Nababahagui sa tatlong pitac: ang una, sa macatwid baga'y ang pasucan, ay isang malaking cabahayang ..."
noli,pasucan,1,B,46,46-5,"Nababahagui sa tatlong pitac: ang una, sa macatwid baga'y ang pasucan, ay isang malaking cabahayang ..."
noli,cabahayang,1,B,46,46-5,"Nababahagui sa tatlong pitac: ang una, sa macatwid baga'y ang pasucan, ay isang malaking cabahayang ..."
noli,Capanig,1,B,46,46-8,"Capanig ang pitac na ito ng isa pang lalong malaki ng caunti, isang pinaca salas, na pinagtitipunan ..."
noli,nangagcacayari,1,B,46,46-9,"Nariyan ang pinacamarami sa mga manoc, na nangatatali ng isang lubid sa lupa, sa pamamag-itan ng isa..."
noli,humahalachac,1,B,46,46-9,"Nariyan ang pinacamarami sa mga manoc, na nangatatali ng isang lubid sa lupa, sa pamamag-itan ng isa..."
noli,pinacamahalmahal,1,B,46,46-9,"Nariyan ang pinacamarami sa mga manoc, na nangatatali ng isang lubid sa lupa, sa pamamag-itan ng isa..."
noli,ipinagcatiwala,1,B,46,46-9,"Nariyan ang pinacamarami sa mga manoc, na nangatatali ng isang lubid sa lupa, sa pamamag-itan ng isa..."
noli,sic,1,B,46,46-9,"Nariyan ang pinacamarami sa mga manoc, na nangatatali ng isang lubid sa lupa, sa pamamag-itan ng isa..."
noli,cacabacaba,1,B,46,46-10,"Pauwi na ang natalo sa kanyang bahay, na pinaghihintayan sa kanya ng esposang cacabacaba ang loob at..."
noli,pamimilac,1,B,46,46-10,"Pauwi na ang natalo sa kanyang bahay, na pinaghihintayan sa kanya ng esposang cacabacaba ang loob at..."
noli,cacapal,1,B,46,46-11,"Yaong lahat na mga panaguinip na calugodlugod, yaong mga pagaalagang tumagal ng mahabang panahon, mu..."
noli,ibinubucadcad,1,B,46,46-12,—Sa ulutang ito nakikipagtutulan ang lalong pangod na isip: ang lalong gagasogaso'y pinagsisiyasat n...
noli,liniliguid,1,B,46,46-13,Maiinam na totoo ang pananamit ng mga ilang sinusundan at liniliguid ng mga caanib ng canicanilang m...
noli,natatatac,1,B,46,46-13,Maiinam na totoo ang pananamit ng mga ilang sinusundan at liniliguid ng mga caanib ng canicanilang m...
noli,cauhawang,1,B,46,46-13,Maiinam na totoo ang pananamit ng mga ilang sinusundan at liniliguid ng mga caanib ng canicanilang m...
noli,nababacuran,1,B,46,46-15,"Ang tuntungan nito, na nababacuran ng cawayan, ang caraniwa'y mataas kay sa dalawang panig na sinabi..."
noli,sumusuco,1,B,46,46-16,"Sa dakong itaas, na halos sumusuco na sa bubungan, may mga graderia, lunsodlunsod bagang upuan, na i..."
noli,contratista,1,B,46,46-18,"Nangasasa ""Rueda"" ang mga taong litaw, ang mga mayayaman, ang mga bantog na ""tahur"", ang contratista..."
noli,pagkakapicpic,1,B,46,46-19,"Sa lupa, na mainam ang pagkakapicpic ay nangaglalaban ang mga hayop, at buhat diya'y ipinamamahagui ..."
